country,lat,lng,category,value,description,,,
San Marino,43.94,12.46,poverty,4,Virtually no poverty; among the world's highest living standards.,,,
San Marino,43.94,12.46,disease,4,Excellent healthcare; very low disease burden.,,,
San Marino,43.94,12.46,climate,15,Linked to Italy's climate challenges; heatwaves and drought are worsening.,,,
Sao Tome and Principe,0.19,6.61,food_insecurity,35,Small island economy dependent on cocoa; food import dependency creates vulnerability.,,,
Sao Tome and Principe,0.19,6.61,poverty,48,About 66% below the national poverty line; oil revenues have been modest.,,,
Sao Tome and Principe,0.19,6.61,disease,50,Malaria burden is significant; healthcare access is limited outside the capital.,,,
Sao Tome and Principe,0.19,6.61,climate,58,Sea-level rise threatens coastal communities; irregular rainfall affects agriculture.,,,
Saudi Arabia,23.89,45.08,food_insecurity,8,Wealthy oil state with heavily subsidized food; near-zero food insecurity for nationals.,,,
Saudi Arabia,23.89,45.08,poverty,5,Low poverty among nationals; foreign workers face exploitation and poor conditions.,,,
Saudi Arabia,23.89,45.08,disease,12,Diabetes and obesity are at epidemic levels; heat-related illness is a growing concern.,,,
Saudi Arabia,23.89,45.08,climate,45,Extreme heat regularly exceeds 50°C; near-total water dependency on desalination.,,,
Senegal,14.5,-14.45,food_insecurity,40,Sahel drought and limited agricultural productivity affect food security for rural populations.,,,
Senegal,14.5,-14.45,poverty,50,About 38% below the national poverty line; Casamance region faces conflict-related poverty.,,,
Senegal,14.5,-14.45,disease,55,Malaria is a major burden; TB rates are significant; cholera outbreaks occur regularly.,,,
Senegal,14.5,-14.45,climate,61,Coastal erosion destroying fishing villages; rainfall variability threatens groundnut harvests.,,,
Serbia,44.02,21.01,food_insecurity,10,Food generally accessible; poverty-related food insecurity affects rural and elderly communities.,,,
Serbia,44.02,21.01,poverty,18,About 24% at risk of poverty; Roma communities face extreme exclusion.,,,
Serbia,44.02,21.01,disease,18,Cardiovascular disease is the leading cause of death; cancer rates are above EU average.,,,
Serbia,44.02,21.01,climate,28,Flooding and drought cycles are intensifying; Danube River water levels are increasingly erratic.,,,
Seychelles,-4.68,55.49,food_insecurity,10,Middle-income island; food generally accessible but total import dependency creates vulnerability.,,,
Seychelles,-4.68,55.49,poverty,12,Low poverty; the poorest segments of society are concentrated in social housing.,,,
Seychelles,-4.68,55.49,disease,15,Non-communicable diseases and dengue are primary concerns.,,,
Seychelles,-4.68,55.49,climate,62,Coral bleaching threatens the ecosystem that underpins tourism and fisheries.,,,
Sierra Leone,8.46,-11.78,food_insecurity,61,Post-Ebola structural fragility; 56% food insecure; reliance on subsistence farming is high.,,,
Sierra Leone,8.46,-11.78,poverty,69,About 56% below $1.90/day; decades of conflict and Ebola have perpetuated extreme poverty.,,,
Sierra Leone,8.46,-11.78,disease,78,2014 Ebola destroyed the health system; maternal mortality is the world's highest; malaria kills thousands.,,,
Sierra Leone,8.46,-11.78,climate,55,Coastal erosion and flooding are intensifying; the 2017 Freetown landslide killed over 1,000 people.,,
Slovakia,48.67,19.7,food_insecurity,5,EU member; food generally secure; Roma communities face significant food poverty.,,,
Slovakia,48.67,19.7,poverty,10,About 12% at risk of poverty; Roma population faces severe exclusion and poverty.,,,
Slovakia,48.67,19.7,disease,12,Cardiovascular disease is the leading killer; alcohol and tobacco use are high.,,,
Slovakia,48.67,19.7,climate,20,Flooding in the Danube basin; drought affecting agriculture in southern Slovakia.,,,
Slovenia,46.15,14.99,food_insecurity,4,EU member; food secure; food bank usage is low.,,,
Slovenia,46.15,14.99,poverty,8,About 12% at risk of poverty; one of the EU's more equal income distributions.,,,
Slovenia,46.15,14.99,disease,8,Low burden; aging population; excellent healthcare system.,,,
Slovenia,46.15,14.99,climate,22,2023 flooding was the most catastrophic in Slovenia's history; over $500m in damage.,,,
Solomon Islands,-9.64,160.16,food_insecurity,35,Subsistence farming is the primary food source; cyclone disruptions cause recurrent food crises.,,,
Solomon Islands,-9.64,160.16,poverty,45,About 25% below the national poverty line; geographic fragmentation limits economic development.,,,
Solomon Islands,-9.64,160.16,disease,40,Malaria is hyperendemic; TB rates are significant; healthcare access on outer islands is minimal.,,,
Solomon Islands,-9.64,160.16,climate,80,Low-lying islands are being submerged; saltwater intrusion has destroyed taro farms on several atolls.,,,
Somalia,5.15,46.2,food_insecurity,87,Decades of conflict, failed rains, and al-Shabaab blockades repeatedly push Somalia to near-famine.,
Somalia,5.15,46.2,poverty,71,No functioning national economy for decades; poverty is structural and conflict-reinforced.,,,
Somalia,5.15,46.2,disease,77,Cholera, measles, and malaria are endemic; vaccination coverage below 30% due to access restrictions.,
Somalia,5.15,46.2,climate,68,Worst drought in 40 years struck in 2022; climate shocks directly fuel conflict over scarce resources.,,,
South Africa,-30.56,22.94,food_insecurity,28,High inequality means 20% face food insecurity despite the country being a major food producer.,,,
South Africa,-30.56,22.94,poverty,42,About 55% below the upper-bound poverty line; extreme unemployment (33%) drives deprivation.,,,
South Africa,-30.56,22.94,disease,65,HIV prevalence at 13.7% — the world's largest epidemic; TB is the leading infectious disease killer.,,,
South Africa,-30.56,22.94,climate,52,Cape Town near ran out of water in 2018; flooding in KwaZulu-Natal (2022) killed 435 people.,,,
South Korea,35.91,127.77,food_insecurity,5,Food secure; strong import capacity and domestic agriculture; low food poverty.,,,
South Korea,35.91,127.77,poverty,10,About 15% in relative poverty; the elderly face disproportionately high rates.,,,
South Korea,35.91,127.77,disease,8,Low burden; aging population; excellent universal healthcare.,,,
South Korea,35.91,127.77,climate,32,Typhoon exposure; extreme heat; rice production affected by warming temperatures.,,,
South Sudan,7.86,29.69,food_insecurity,89,The world's worst food crisis per capita; conflict, floods, and displacement drive near-famine conditions.,
South Sudan,7.86,29.69,poverty,84,95% below $1.90/day — the highest extreme poverty rate in the world.,,,
South Sudan,7.86,29.69,disease,82,World's lowest health spending; kala-azar, cholera, malaria, and measles outbreaks are routine.
South Sudan,7.86,29.69,climate,58,Extreme flooding has submerged vast areas; conflict prevents any climate adaptation capacity.,,,
Spain,40.46,-3.75,food_insecurity,6,Food generally secure; food bank demand has risen significantly with inflation; southern Spain faces rural poverty.,,,
Spain,40.46,-3.75,poverty,14,About 21% at risk of poverty; Andalusia and Extremadura face the highest rates.,,,
Spain,40.46,-3.75,disease,8,Low burden; excellent healthcare; aging population drives chronic disease.,,,
Spain,40.46,-3.75,climate,38,Southeastern Spain faces desertification; Valencia flooding (2024) killed hundreds; wildfire risk is severe.,,,
Sri Lanka,7.87,80.77,food_insecurity,28,2022 economic collapse caused severe food insecurity; recovery is underway but fragile.,,,
Sri Lanka,7.87,80.77,poverty,30,About 25% below the poverty line after the 2022 crisis; the IMF program is stabilizing the situation.,,,
Sri Lanka,7.87,80.77,disease,22,Non-communicable diseases dominate; dengue is endemic; healthcare access has improved significantly.,,,
Sri Lanka,7.87,80.77,climate,55,Monsoon flooding and drought alternate annually; sea-level rise threatens coastal communities.,,,
Sudan,12.86,30.22,food_insecurity,76,2023 civil war destroyed food infrastructure; over 17 million face acute food insecurity.,,,
Sudan,12.86,30.22,poverty,60,Decades of conflict and now full-scale civil war have pushed the majority into poverty.,,,
Sudan,12.86,30.22,disease,68,2023 war has destroyed 70-80% of Khartoum hospitals; cholera and measles are spreading rapidly.,,,
Sudan,12.86,30.22,climate,64,Sahel desertification and Nile flow variability are primary drivers of resource-based conflict.,,,
Suriname,3.92,-56.03,food_insecurity,20,Food generally accessible; interior indigenous communities face chronic food insecurity.,,,
Suriname,3.92,-56.03,poverty,32,About 18% below the poverty line; interior Maroon and Indigenous communities face the highest rates.,,,
Suriname,3.92,-56.03,disease,28,HIV rates are elevated; malaria is endemic in the interior; dengue is hyperendemic on the coast.,,,
Suriname,3.92,-56.03,climate,52,Low-lying coastal plain faces sea-level rise; flooding is a structural risk.,,,
Sweden,60.13,18.64,food_insecurity,3,Among the world's most food-secure nations; strong welfare state and domestic production.,,,
Sweden,60.13,18.64,poverty,6,About 15% at risk of poverty; immigrant communities face disproportionate exclusion.,,,
Sweden,60.13,18.64,disease,5,Very low burden; excellent universal healthcare; aging population is the primary challenge.,,,
Sweden,60.13,18.64,climate,15,Arctic warming affecting the north; wildfires in 2018 were the worst in modern history.,,,
Switzerland,46.82,8.23,food_insecurity,3,Among the world's most food-secure nations; strong welfare system and agricultural policy.,,,
Switzerland,46.82,8.23,poverty,7,About 15% at risk of poverty; high cost of living creates relative deprivation among the working poor.,,,
Switzerland,46.82,8.23,disease,5,Excellent healthcare; very low disease burden; aging population drives chronic disease.,,,
Switzerland,46.82,8.23,climate,18,Alpine glaciers losing mass at record rates; the Rhine is at record low levels affecting downstream countries.,,,
Syria,34.8,38.99,food_insecurity,67,Twelve years of war collapsed agriculture and trade; over 12 million are food insecure.,,,
Syria,34.8,38.99,poverty,65,About 90% below the poverty line; economic sanctions and conflict have destroyed the economy.,,,
Syria,34.8,38.99,disease,42,Healthcare system is devastated; cholera re-emerged in 2022; COVID vaccination is minimal.,,,
Syria,34.8,38.99,climate,52,Pre-war drought was a contributing factor to conflict; water scarcity is deepening.,,,
Tajikistan,38.86,71.28,food_insecurity,32,About 20% food insecure; remittance dependency creates vulnerability to external shocks.,,,
Tajikistan,38.86,71.28,poverty,45,About 27% below the national poverty line; most of Central Asia's poorest population.,,,
Tajikistan,38.86,71.28,disease,38,TB rates are among the region's highest; drug-resistant TB is a major concern; healthcare is underfunded.,,,
Tajikistan,38.86,71.28,climate,48,Pamir glacier retreat threatens downstream water supply for millions; flooding from glacial lakes.,,,
Tanzania,-6.37,34.89,food_insecurity,45,Food insecurity affects 30% of the population; northern regions face drought stress.,,,
Tanzania,-6.37,34.89,poverty,52,About 45% below the national poverty line; significant rural poverty in the mainland and islands.,,,
Tanzania,-6.37,34.89,disease,58,HIV prevalence at 5%; high malaria burden; TB rates remain elevated.,,,
Tanzania,-6.37,34.89,climate,60,El Niño flooding and drought alternate; Kilimanjaro's glaciers may disappear within a decade.,,,
Thailand,15.87,100.99,food_insecurity,15,Food generally accessible; urban working poor face affordability challenges.,,,
Thailand,15.87,100.99,poverty,22,About 7% below the national poverty line; the deep south and northern highlands face higher rates.,,,
Thailand,15.87,100.99,disease,22,TB burden is moderate; dengue is hyperendemic; HIV concentrated in border regions.,,,
Thailand,15.87,100.99,climate,50,Severe flooding in 2011 caused $46bn in damage; drought threatens rice production.,,,
Timor-Leste,-8.87,125.73,food_insecurity,48,Malnutrition affects 45% of children; food insecurity is structurally rooted in land and poverty.,,,
Timor-Leste,-8.87,125.73,poverty,55,About 42% below the poverty line; oil revenues are declining as Timor Sea fields deplete.,,,
Timor-Leste,-8.87,125.73,disease,50,TB rates are among the highest in Asia; malaria is present; healthcare infrastructure is minimal.,,,
Timor-Leste,-8.87,125.73,climate,64,Extreme rainfall and prolonged dry seasons simultaneously threaten food and water security.,,,
Togo,8.62,0.82,food_insecurity,42,Northern Togo faces food stress from drought and conflict spillover from Burkina Faso.,,,
Togo,8.62,0.82,poverty,58,About 49% below $1.90/day; northern regions face the deepest poverty.,,,
Togo,8.62,0.82,disease,60,High malaria burden; TB rates are significant; healthcare access outside Lomé is very limited.,,,
Togo,8.62,0.82,climate,58,Coastal erosion is among the fastest in West Africa; northern drought is intensifying.,,,
Tonga,-21.18,-175.2,food_insecurity,18,Food generally accessible; cyclone disruptions cause periodic shortages.,,,
Tonga,-21.18,-175.2,poverty,25,About 22% below the poverty line; remittances from New Zealand and Australia are critical.,,,
Tonga,-21.18,-175.2,disease,22,Non-communicable diseases and obesity are at epidemic levels; 2022 volcano caused severe disruption.,,,
Tonga,-21.18,-175.2,climate,75,The 2022 Hunga Tonga volcanic eruption caused a tsunami; cyclone and sea-level rise risk is high.,,,
Trinidad and Tobago,10.69,-61.22,food_insecurity,12,Middle-income oil state; food generally accessible; poverty pockets in some communities.,,,
Trinidad and Tobago,10.69,-61.22,poverty,18,About 20% below the poverty line; gang violence concentrates in poorest communities.,,,
Trinidad and Tobago,10.69,-61.22,disease,18,HIV rates are elevated at 1.1%; non-communicable diseases are the leading health burden.,,,
Trinidad and Tobago,10.69,-61.22,climate,50,Hurricane risk is lower than northern Caribbean but increasing; sea-level rise threatens coastal areas.,,,
Tunisia,33.89,9.54,food_insecurity,20,Economic crisis and food import dependency have caused food price shocks.,,,
Tunisia,33.89,9.54,poverty,25,About 15% below the national poverty line; interior regions face higher rates than the coast.,,,
Tunisia,33.89,9.54,disease,18,Moderate burden; cardiovascular disease is the leading killer.,,,
Tunisia,33.89,9.54,climate,48,Water scarcity is acute; the Saharan edge is advancing northward.,,,
Turkey,38.96,35.24,food_insecurity,15,Hyperinflation (75%+) has severely reduced food affordability for the working and middle poor.,,,
Turkey,38.96,35.24,poverty,22,About 22% below the national poverty line; earthquake regions in Hatay face acute post-disaster poverty.,,,
Turkey,38.96,35.24,disease,15,Moderate burden; cardiovascular disease and cancer are primary concerns.,,,
Turkey,38.96,35.24,climate,45,Eastern Anatolia faces severe drought; wildfires on the Aegean coast are intensifying annually.,,,
Turkmenistan,38.97,59.56,food_insecurity,22,State food subsidies mask underlying food insecurity; economic data is unreliable.,,,
Turkmenistan,38.97,59.56,poverty,30,Opaque economy; high inequality and lack of economic freedom keep most outside the formal economy.,,,
Turkmenistan,38.97,59.56,disease,28,TB rates are elevated; Aral Sea environmental disaster has caused chronic health problems.,,,
Turkmenistan,38.97,59.56,climate,50,Aral Sea desiccation has been catastrophic; extreme heat and water scarcity are worsening.,,,
Tuvalu,-7.11,177.65,food_insecurity,30,Saltwater intrusion is destroying taro gardens; near-total food import dependency.,,,
Tuvalu,-7.11,177.65,poverty,38,Remittances are the primary income source; limited economic base and high import costs.,,,
Tuvalu,-7.11,177.65,disease,30,Non-communicable diseases at epidemic levels; TB is present; healthcare access is limited.,,,
Tuvalu,-7.11,177.65,climate,90,The lowest-lying nation on Earth; some islands are already partially submerged by king tides.,,,
Uganda,1.37,32.29,food_insecurity,49,Hosting 1.5 million refugees strains resources; northern Uganda faces persistent food stress.,,,
Uganda,1.37,32.29,poverty,54,About 42% below the national poverty line; over-reliance on rain-fed agriculture drives vulnerability.,,,
Uganda,1.37,32.29,disease,62,HIV prevalence at 5.4%; frequent Ebola and Marburg outbreaks; TB burden among Africa's highest.,,,
Uganda,1.37,32.29,climate,55,Flooding and drought cycles disrupt agriculture; Rwenzori glaciers have nearly disappeared.,,,
Ukraine,48.38,31.17,food_insecurity,30,Russian invasion has disrupted agriculture and food supply chains; 28% face food insecurity.,,,
Ukraine,48.38,31.17,poverty,25,About 24% below the poverty line; war has pushed millions into poverty since 2022.,,,
Ukraine,48.38,31.17,disease,25,Healthcare system severely disrupted by war; TB rates were already high before the invasion.,,,
Ukraine,48.38,31.17,climate,30,Drought and flooding are increasing; the war has caused severe environmental damage.,,,
United Arab Emirates,23.42,53.85,food_insecurity,6,Highly import-dependent but extremely wealthy; near-zero food insecurity among nationals.,,,
United Arab Emirates,23.42,53.85,poverty,3,Virtually no poverty among nationals; migrant workers face exploitation and poor conditions.,,,
United Arab Emirates,23.42,53.85,disease,8,Non-communicable diseases dominate; diabetes prevalence is among the world's highest.,,,
United Arab Emirates,23.42,53.85,climate,40,Extreme heat; 2024 flooding was unprecedented; total water dependency on desalination.,,,
United Kingdom,55.38,-3.44,food_insecurity,8,Food bank usage tripled in a decade; cost-of-living crisis has significantly increased food poverty.,,,
United Kingdom,55.38,-3.44,poverty,15,About 18% below the poverty line; child poverty is at a 20-year high.,,,
United Kingdom,55.38,-3.44,disease,8,Low burden; NHS under significant pressure; cardiovascular and respiratory disease are primary concerns.,,,
United Kingdom,55.38,-3.44,climate,22,2022 heatwave broke 40°C for the first time; flooding of Thames valley is increasing.,,,
United States,37.09,-95.71,food_insecurity,12,44 million food insecure; racial and geographic disparities are stark.,,,
United States,37.09,-95.71,poverty,14,About 12% below the poverty line; racial wealth gap and healthcare costs drive deprivation.,,,
United States,37.09,-95.71,disease,15,Opioid epidemic kills 80,000 per year; obesity and diabetes rates are among the highest for wealthy nations.,,
United States,37.09,-95.71,climate,32,Extreme heat, wildfires, and hurricanes causing record economic damage; Miami faces chronic flooding.,
Uruguay,-32.52,-55.77,food_insecurity,8,Strong welfare state and agricultural base; food insecurity is low.,,,
Uruguay,-32.52,-55.77,poverty,12,About 10% below the poverty line; one of Latin America's stronger social protection systems.,,,
Uruguay,-32.52,-55.77,disease,12,Non-communicable diseases dominate; good access to universal healthcare.,,,
Uruguay,-32.52,-55.77,climate,35,Record drought in 2023 threatened Montevideo's water supply; flooding is also increasing.,,,
Uzbekistan,41.38,64.59,food_insecurity,20,Food generally accessible; price inflation and agricultural underperformance affect the poor.,,,
Uzbekistan,41.38,64.59,poverty,32,About 12% below the national poverty line; rural Fergana Valley faces the highest rates.,,,
Uzbekistan,41.38,64.59,disease,28,TB rates are elevated; hepatitis B and C burden is high.,,,
Uzbekistan,41.38,64.59,climate,48,Aral Sea collapse has caused chronic environmental disease and water scarcity in the north.,,,
Vanuatu,-15.38,166.96,food_insecurity,25,Cyclone disruptions regularly cause food crises; subsistence agriculture is highly exposed.,,,
Vanuatu,-15.38,166.96,poverty,38,About 15% below the national poverty line; outer island communities face the deepest poverty.,,,
Vanuatu,-15.38,166.96,disease,32,Malaria burden is significant; TB is present; healthcare access on remote islands is minimal.,,,
Vanuatu,-15.38,166.96,climate,82,Highest disaster risk per capita globally; Category 5 cyclones have struck twice in the past decade.,,,
Venezuela,6.42,-66.59,food_insecurity,42,Economic collapse caused severe food insecurity; 7 million have emigrated partly to find food.,,,
Venezuela,6.42,-66.59,poverty,55,About 80% below the national poverty line; GDP collapsed 75% between 2013 and 2021.,,,
Venezuela,6.42,-66.59,disease,38,Malaria is resurgent; healthcare system has collapsed; medicine availability is critical.,,,
Venezuela,6.42,-66.59,climate,45,Orinoco Delta flooding and Andean drought are intensifying; deforestation is accelerating.,,,
Vietnam,14.06,108.28,food_insecurity,18,Food generally accessible; Mekong Delta salt intrusion threatens rice production.,,,
Vietnam,14.06,108.28,poverty,20,About 5% below the national poverty line; Central Highlands minorities face the highest rates.,,,
Vietnam,14.06,108.28,disease,25,TB burden is significant; dengue is hyperendemic; air pollution is a growing urban health crisis.,,,
Vietnam,14.06,108.28,climate,60,Mekong Delta faces saltwater intrusion; central coast hit by increasingly powerful typhoons.,,,
Yemen,15.55,48.52,food_insecurity,84,Blockaded ports and a shattered economy push 21 million to hunger and 5 million to emergency levels.,,,
Yemen,15.55,48.52,poverty,68,About 75% below the poverty line; the war has destroyed all productive economic activity.,,,
Yemen,15.55,48.52,disease,60,Healthcare system has collapsed; cholera infected 2.5 million; malnutrition compounds disease mortality.,,,
Yemen,15.55,48.52,climate,62,Extreme heat, water scarcity, and desertification compound the humanitarian crisis.,
Zambia,-13.13,27.85,food_insecurity,52,El Niño-driven drought cut maize production by half in 2024; 6 million are acutely food insecure.,,,
Zambia,-13.13,27.85,poverty,60,About 58% below the poverty line; copper revenues are not reaching the rural poor.,,,
Zambia,-13.13,27.85,disease,65,HIV prevalence at 11.1%; TB and malaria co-infection are common; rural healthcare access is minimal.,,,
Zambia,-13.13,27.85,climate,58,El Niño droughts are intensifying; Kariba Dam water levels at critical lows.,,,
Zimbabwe,-19.02,29.15,food_insecurity,62,Currency collapse has made food unaffordable; El Niño drought caused a state of disaster in 2024.,,,
Zimbabwe,-19.02,29.15,poverty,61,About 38% in extreme poverty; economic freefall since 2000 has wiped out household savings repeatedly.,,,
Zimbabwe,-19.02,29.15,disease,63,HIV prevalence at 11.9%; economic collapse has gutted the public health system.,,,
Zimbabwe,-19.02,29.15,climate,60,Recurrent El Niño droughts and Cyclone Idai flooding have devastated the agricultural sector.,,,
Puerto Rico,18.22,-66.59,conflict,18,Low-level gang activity and organized crime exist but there is no armed conflict; violence rates have declined significantly since 2010.,,,
Puerto Rico,18.22,-66.59,climate,72,Extremely vulnerable to Atlantic hurricanes; Hurricane Maria (2017) caused catastrophic infrastructure collapse; ongoing sea level rise and flooding threats.,,,
Puerto Rico,18.22,-66.59,food_insecurity,42,Around 40% of residents experience food insecurity — the highest rate of any US jurisdiction; SNAP dependency remains critical post-Maria.,,,
Puerto Rico,18.22,-66.59,poverty,58,Over 43% of residents live below the federal poverty line — the highest poverty rate of any US state or territory; median household income is roughly half the US average.,,,
Puerto Rico,18.22,-66.59,disease,22,Benefits from US healthcare infrastructure but faces chronic disease burden; diabetes and cardiovascular disease rates are above US mainland averages.,,,
Somaliland,9.56,44.07,conflict,48,Relatively stable compared to southern Somalia but faces unresolved border disputes with Puntland; periodic clashes along disputed eastern borders since 2023.,,,
Somaliland,9.56,44.07,climate,62,Severe drought vulnerability in the Horn of Africa; recurring multi-season droughts have devastated pastoral livelihoods and triggered internal displacement.,,,
Somaliland,9.56,44.07,food_insecurity,68,Recurring droughts push large portions of the population into crisis-level food insecurity; humanitarian access is limited and international aid is complicated by non-recognition.,,,
Somaliland,9.56,44.07,poverty,72,As an unrecognized state, Somaliland lacks access to international financial institutions and foreign direct investment; structural poverty is widespread.,,,
Somaliland,9.56,44.07,disease,58,High burden of communicable diseases including cholera and malaria; limited healthcare infrastructure outside Hargeisa; vaccination coverage gaps persist.,,,
